S/N,University,Country,Official Website,Popular Courses / Degrees,Degree Levels,Typical IELTS,Typical SAT (Accepted),Country Flag URL,University Logo URL
585,University College Sjælland,Denmark,https://www.ucsj.dk,Education; Health,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucsj.dk/logo.png
586,Zealand Institute of Business and Technology,Denmark,https://www.zibat.dk,IT; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.zibat.dk/logo.png
587,Copenhagen Business Academy,Denmark,https://www.cba.dk,Business; Marketing,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.cba.dk/logo.png
588,Copenhagen Hospitality College,Denmark,https://www.khs.dk,Hospitality; Tourism,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.khs.dk/logo.png
589,Danish School of Education,Denmark,https://www.phmetropol.dk,Education; Pedagogy,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.phmetropol.dk/logo.png
590,VIA University College Business,Denmark,https://www.via.dk,Business; Marketing,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.via.dk/logo.png
591,Aarhus Business School,Denmark,https://www.aarhusbusiness.dk,Business; Finance,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.aarhusbusiness.dk/logo.png
592,Copenhagen School of Entrepreneurship,Denmark,https://www.cse.dk,Business; Entrepreneurship,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.cse.dk/logo.png
593,Danish Institute for Study Abroad,Denmark,https://www.disa.dk,Liberal Arts; Humanities,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.disa.dk/logo.png
594,University College Nordjylland,Denmark,https://www.ucn.dk,Health; Education,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucn.dk/logo.png
595,Danish School of Journalism,Denmark,https://www.dmjx.dk,Journalism; Media,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.dmjx.dk/logo.png
596,University College Lillebælt,Denmark,https://www.ucl.dk,Health; Education,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucl.dk/logo.png
597,University College Copenhagen,Denmark,https://www.phmetropol.dk,Education; Health,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.phmetropol.dk/logo.png
598,Zealand Institute of Business,Denmark,https://www.zibat.dk,IT; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.zibat.dk/logo.png
599,Business Academy Syd,Denmark,https://www.basyd.dk,Business; Engineering,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.basyd.dk/logo.png
600,Business Academy Aarhus,Denmark,https://www.baaarhus.dk,Business; IT; Marketing,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.baaarhus.dk/logo.png
